path,sim,t_act_flare,t_act_flare_amp,t_act_flare_dur,t_act_flare_per,t_act_sigma,t_act_spot,t_act_tau,t_planet,t_planet_a,t_planet_i,t_planet_p,t_planet_r,p_B,p_C,p_F,p_H,p_R,p_S,p_T,p_teq,p_xeff
PSLS/data/trainPlanetNew.hdf5,run_00002,1,7796.516481517849,0.09024884914307756,0.2056405754009758,1807.5342142209718,1,1.3825498304800024,1,0.36848169241580075,-0.005778188418684271,83.37195799592581,1.6342190423047531,0.7294752613653794,2.302528891590608e-06,0.9998072435802104,0.9999478546199163,0.08831190367757175,6.09026430452785,0.0,400.384129816363,14.369820104996672
PSLS/data/trainPlanetNew.hdf5,run_00003,1,10734.344051767,0.10448517165257366,0.10848232665768559,4100.359864558265,1,1.2883484355648465,1,1.0367154958172367,-0.09258658588849833,354.3126154248921,1.777924027076523,0.958524327451115,5.078885550474172e-16,0.9999999999940467,0.9999999999997531,0.004113896955498719,1.6968412511509459,1.4610106895005637e-61,290.8895522162438,2.278917548173806
PSLS/data/trainPlanetNew.hdf5,run_00004,1,3283.4652881903585,0.05640713451732311,1.1594316571245722,415.468263284904,1,3.322491601833832,1,2.6789422345126246,0.10233414671706353,1483.931062817142,2.7395903848516783,0.11754474801585668,0.0003488481807219155,0.3292488124110583,0.408092091737537,2.2014257400792725e-60,0.23724138549001725,0.001178724513906071,177.8752127901009,-1.3745028775967723
PSLS/data/trainPlanetNew.hdf5,run_00005,1,6997.969618374832,0.11661632664643604,0.25525009222660167,1795.1690823175675,1,2.0074464624959973,1,0.26693446172413615,-0.20638456115076964,49.80179154026389,1.3023045059361054,0.5910878846460101,6.0941293201949114e-05,0.9996621541470483,0.9998618507376059,0.8822528929341481,15.70991322875561,0.0,507.41262212135854,39.235446707263144
PSLS/data/trainPlanetNew.hdf5,run_00006,0,1079.6927033260968,0.11346132310624019,10.722836407809604,36.29290702676222,0,10.708429322943779,1,0.5325821609341579,-0.14836369903381885,131.81473140712146,2.071526465978632,0.00338345368565951,1.2870461725391627e-09,0.0,0.00338345368565951,2.5828312349396184e-09,5.921666399136723,0.0,397.5839133586465,13.004134052392592
PSLS/data/trainPlanetNew.hdf5,run_00007,1,753.0144688656358,0.09605048276244521,22.044658267893638,18.77375695669245,0,16.817162434517606,1,1.744790798571855,0.45666280890880784,831.8930059167332,1.855351220203148,0.0011157222231883424,0.18937875498093087,0.008168825252024114,0.009275433335341421,0.0003258274240431284,0.3679794193142443,0.3819777135459508,198.50602923767474,-0.9936316355845415
PSLS/data/trainPlanetNew.hdf5,run_00008,0,4286.62824922261,0.04512700836294817,0.6802653803420553,566.2343833577963,1,3.150085016686865,1,0.3044067374466317,-0.013683979830336424,62.88129045892137,1.9643153876462425,0.16452269583653933,9.721792176691724e-07,0.0,0.16452269583653933,2.3272426739170072e-06,8.927744509425208,0.0,440.55816853283244,21.96514164597362
PSLS/data/trainPlanetNew.hdf5,run_00009,0,1289.9113973800713,0.07960875507326667,7.512599772826491,59.68893148183601,0,8.75169335690474,1,0.5654357028733973,-0.2958137112067708,144.37550019991664,0.6268250736837341,0.006797066994411738,0.37125516184174806,0.0,0.006797066994411738,0.7475917549261993,5.566246810930036,0.0,391.47896779428606,12.012595966722511
PSLS/data/trainPlanetNew.hdf5,run_00010,0,854.0138923929115,0.04274069797299889,17.13878939163303,19.805064704349704,0,11.858833631005211,1,0.4658674107567905,-0.25990187922820085,112.20863481226482,1.205047657222573,0.0016686747293360726,0.4861036523312422,0.0,0.0016686747293360726,0.9738323140355264,6.131738643726423,0.0,401.06404400812835,13.849928638898508
PSLS/data/trainPlanetNew.hdf5,run_00011,1,9275.322247390033,0.07796862819950943,0.1452954448621229,2798.3697230496805,1,1.3202053998798338,1,0.46823445403681246,-0.3781194760805391,110.1677489466976,1.3482042486675756,0.8799260208399672,1.8992390172520058e-07,0.9999960560915646,0.9999995264392207,0.8021099298937082,7.262658153294062,0.0,418.4000429310075,16.669510224935564
